docid,Comments,Lable
100293,මම සිතුවේ එය පෙනුම මෙන්ම නිමවා ඇති රෙද්දත් ඉතා හොද ඇතැයි කියායි! එය භාවිතා කළ හැකි යැයි බලාපොරොත්තු වෙමි,3
100294,ප්‍රයෝජනවත් නමුත් බෝතලයේ කටට හරියට නොගැලපෙන අතර එමඟින් ක්‍රියා කිරීමට භාදා ඇති වේ.,3
100295,ඉත හොද ආලෝකයක් තිබුනත් stand එක ශක්තිමත් මදි.,3
100296,"පාර්සලය හොඳ තත්ත්වයේ පැවතුණි, ලැබීමට මාසයකට වඩා වැඩි කාලයක් ගියේය.",3
100297,"සෙල්ලම් බඩුව නිර්මානය කිරීම ඉතාමත් අපහසු කාරනයකි, නමුත් මම එයට කැමත්යි.",3
100298,Product එක නරකමත් නෑ. ඒත් Product එක නියම දිනට ලැබුණේ නැහැ,3
100299,ඒ ගානට වටිනවා,3
100300,Quality මදි. ලබා ගන්න කල් ගියා.,3
100301,ටිකක් අමුතු පෙනුමක් ඇති කාන්තා මේස් වර්ගයක්. නමුත් මම කැමතියි.,3
100302,"ටී-ෂර්ට් හොඳයි, ද්‍රව්‍ය ප්‍රසන්න, හොඳින් ඇසුරුම් කර ඇත. නමුත් ඉතා කුඩා බැවින් තරමක් තදයි.",3
100303,"ලැබීමට කල් ගියා, ඇදගෙන වැඩ කිරීම පහසුයි.",3
100304,අතට හොදට දැනෙනවා. නමුත් යතුරේ ප්‍රමාණය නම් ටිකක් ලොකුයි.,3
100305,ශබ්දය හොඳයි. නමුත් එවැනි මිලකට එය නොවටී.,3
100306,ඇනවුම ලැබුනා. මම තවම පරීක්‍ෂා කරේ නැත.,3
100307,Aduma hodai. Namuth mt oni una colour eka newei.,3
100308,"පසුම්බිය නරක නැත, නමුත් මැසීම එතරම් හොද නොවේ, එම මිලට නොවටී.",3
100309,ලස්සනයි. හොඳ තත්වයේ ඇත.,3
100310,අංකය එතරම් දීප්තියක් නැති නමුත් ලස්සන එකක්.,3
100311,භාණ්ඩය හොද තත්ත්වයෙන් ලැබුනා නමුත් ලොකු කාලයක් බලන් ඉන්න වුනා ලැබෙන්න,3
100312,දුරකතනය හොදින් සවි වේ.,3
100313,"පින්තූරයේ මෙන්, පරිපූර්ණ හා බොහෝ දේ ආරක්ෂා කරයි.",3
100314,මම ඇනවුම් කල වර්නය නොවේ. නමුත් ඉත හොදින් ක්‍රියා කරයි.,3
100315,"ඡායාරූපයේ මෙන් මම සිතුවේ ඒවා වර්‍ණ ආලෝකය බව, නමුත් ඒවා සුදු ය. කෙසේ වෙතත් එය හොදින් ක්‍රියා කරයි.",3
100316,Water proof නොවන අතර ඉතා බිඳෙන සුළු හා කුඩාය නමුත් වැඩ කරයි.,3
100317,ඇසුරුම් වෙනස් වන අතර ටිකක් කුඩා පෙනුමක් ඇත.,3
100318,"සාමාන්ය වේගය පැමිණියා. මිල සඳහා වටී, ඉතා හොඳන් ක්‍රියත්මක වේ. නිෂ්පාදන ද්‍රව්‍ය තරමක් අඩු ගුණාත්මක බවින් යුක්තයි. වයර් තරමක් සිහින් ය.",3
100319,ඉක්මනින් ලැබුනු අතර sensor එක හරියට වැඩ කරන්නේ නැත.,3
100320,"දුරස්ථ පාලක දෙකක් තැබීම ලොකු යැයි මා සිතුවෙමි, නමුත් එය එසේ නොවේ.",3
100321,මිල අධික නමුත් හොඳයි.,3
100322,"මට තරු 5 ක් දැමිය හැකි නමුත් එය එසේ නොවේ, නිෂ්පාදිතය ඇත්තෙන්ම හොඳයි, මගේ පූසා ආදරෙයි.",3
100323,එය වේගයෙන් පැමිණි නමුත් ප්ලාස්ටික් නිමාව තරමක් නරක ය.,3
100324,හොඳ Mask එකක්. වැඩ කිරීමට මම ඒවා භාවිතා කරන්නෙමි!,3
100325,කැඩපතෙහි පතුලේ එක් කොටසක ඉරිතලා ඇති දෙකක් තිබේ.,3
100326,"පැමිණීමට කාලයක් ගත වේ, නමුත් ඡායාරූපයෙහි ඇති ආකාරයටම පවතී. විකිණුම්කරු සමඟ හොඳ සන්නිවේදනයක් සිදු කල හැක.",3
100327,මම සීඩී තැටියක් සවි කළ උපාංගයක් ඇණවුම් කළ නමුත් මර ලැබුනේ දුරකථන රැදවුමකි.,3
100328,"මම එයට කැමතියි, නමුත් එය ටිකක් කුඩා ය.",3
100329,"භාන්ඩය ඉතා හොදයි, නමුත් සවිකිරීමට අපහසුයි.",3
100330,මගේ ඇණවුම මට නොලැබුනත් ඔවුන් මගේ මුදල් ආපසු ලබා දුන්නා.,3
100331,"හොඳ තත්ත්වයේ ඇත, නමුත් මම හිතුවාට වඩා එය අඩුයි. විකුණන්නා එය ඉතා ඉක්මනින් යැව්වේය.",3
100332,ලස්සන key board එක. හැම දෙයක්ම වැඩ. දැල්වෙන ආලෝකකරණ ක්‍රම රාශියක් ඇති නමුත් වර්නයන් නිවැරදිව මෙය මෙහෙයවන ආකරය පැහැදිලි මදිය.,3
100333,උස මහත අයට ඉතා හොදින් ගැලපේ. කෙට්ටු අයට තරමක් නොගැලපේ.,3
100334,"ලස්සනයි, නමුත් එම මුදලට නොවටී.",3
100335,"ඡායාරූපයෙහි මා දකින වර්‍ණය සමාන නොවීය! කෙසේ වෙතත්, ඉක්මනින් බෙදා හැරීම ගැන විකුණුම්කරුට ස්තූතියි! රෙදි සිහින් සැටින් ලස්සනයි!",3
100336,"නිෂ්පාදනයට බබා කැමතියි, නමුත් ටික දවසකින් එය කළු විය.",3
100337,"කවරය ලැබුන. ඉතා හොදයි, එකම දුර්වල කම magnet එක ඇලෙනව මදි.",3
100338,මම සිතූ තරම් දීප්තිමත් නොවන නමුත් හොඳ තත්ත්වයේ ඇත.,3
100339,එම මිලට නොවටී.,3
100340,හොඳම නිෂ්පාදනය සහ වේගවත් නැව්ගත කිරීම. මම විකිණුම්කරු නිර්දේශ කරමි. ඔබට ස්තුතියි,3
100341,චුම්භකය තරමක් දුරුවල නමුත් එය හොදින් ක්‍රියා කරයි.,3
100342,සුපිරි පිහිනුම් ඇඳුම් කට්ටලයක්. මගෙ ඇගේ ප්‍රමනය XS ය. නමුත් S ප්‍රමනය ඇනවුම් කිරීම පිලබදව මා ටිකක් ලොකු පසුතැවීමක් ඇති විය.,3
100343,"හොද නිශ්පාදනයක්, නමුත් ලැබීමට කල් ගියා.",3
100344,ගුණාත්මකභාවය සාමාන්‍යයි. එය ඉතා ලාභදායී ලෙස පෙනේ.,3
100345,"ඉතා හොඳ ආසන කවරයක්, එකක් පමනක් ඇණවුම් කිරීම ගැන ගැන කණගාටුයි.",3
100346,බෑගය හොඳ ප්‍රමාණයෙන් යුක්ත නමුත් වර්‍ණ තරමක් නරක ය. එය ඉතා වේගයෙන් පැමිණියේය.,3
100347,"ගුණාත්මකභාවය හොඳයි, ගන්ධ රහිත ය, නූල් ඇලෙන්නේ නැත. නමුත් එය එකම කකුලකට මැසූ සේය.",3
100348,"මම එයට කැමතියි, එය ඉතා කුඩයි නමුත් හොඳයි.",3
100349,"බෑගය හොඳින් සාදා ඇත, නමුත් මට විවිධ දේවල් සඳහා විශාල සාක්කු ප්‍රමාණයක් අවශ්‍ය වේ.",3
100350,හරිම ලස්සනයි ඒත් නියම ප්‍රමාණයේ රෙදි නෑ,3
100351,සාමාන්‍ය පරිහරණය සදහා සුදුසුයි,3
100352,උපකරණයේ තත්වය ගැන අදහස් දැක්විය නොහැක.,3
100353,"ටිකක් කුඩා, නමුත් ඉතා හොඳින් සාදා ඇත.",3
100354,"ලෙන්ස් එක ගත්තා, ටිකක් වෙනස් පාට. එය නිල් පැහැයක් සහිත අළු පැහැයක් ගනී.",3
100355,"මම එයට කැමතියි, නමුත් එය ඉක්මනින් කැඩෙන සුලුය.",3
100356,"අයිතමය හොඳ තත්ත්වයේ ඇත, නමුත් ගුණාත්මකභාවය සාමාන්යයි.",3
100357,"ගුණාත්මකභාවය විශිෂ්ටයි, නමුත් විශාල පපුව සුදුසු නොවේ !!!",3
100358,ප්රමාණය නොගැලපේ. ඔබේ අත යට ප්‍රමාණය තෝරා ගන්නේ කෙසේදැයි මට තේරුම් ගත නොහැකි විය.,3
100359,"ගුණාත්මකභාවය හොඳයි, විස්තරයට අනුව ඇණවුම් කර ඇති අතර නොගැලපේ, ප්‍රනාණයෙන් කුඩාය.",3
100360,"හොඳ තත්ත්‍වයේ ඇත, එත් ටිකක් ඇනවුම් කල ප්‍රමානයට වඩා කුඩාය.",3
100361,කුඩා දෝෂයක් සමඟ පැමිණියේය. පිට්පසින් තරමක් වෙනස්ය.,3
100362,"ගුණාත්මකභාවය හොඳයි, නමුත් උශ්නත්වය පෙන්නුම් නොකරයි.",3
100363,හොඳ නිෂ්පාදනයක් නමුත් එහි උශ්නත්වය පැහැදිලිව පෙනෙන්නේ නැත,3
100364,"බෙදා හැරීම ප්‍රමාද වැඩියි, නමුත් හොඳ තත්ත්වයේ ලැබුණි, එක පට්ට",3
100365,වේගයෙන් පැමිණි අතර හොඳම තත්ත්වයේ නොවේ.,3
100366,"විශිෂ්ට අයිතමයක්, නමුත් ගැටලුවක් තිබේ, ඔබට එය ඇතුළු කල හැකි කවරයක් සොයාගත නොහැක.",3
100367,"පරිපූර්ණව ක්‍රියා නොකරයි, නමුත් එය හොඳ මෙවලමකි.",3
100368,නිෂ්පාදිතය පරිපූර්ණ තත්ත්වයෙන් පැමිණි නමුත් එය පැමිණියේ තරමක් ප්‍රමාද වීමෙනි.,3
100369,ඇදුම නම් හොදයි. හැබැයි හම්බුණේ ගොඩක් පරක්කු වෙලා,3
100370,"සියල්ල හොඳින් ක්‍රියා කරයි. ඉක්මනින් ලැබුනි. නමුත්, බැටරියක් නොමැති ලැබුනේ නැත.",3
100371,ලැබීමට කල් ගත වුන නමුත් නිෂ්පාදනය හොඳයි. කුඩා සහ වැඩ කිරීමට පහසුය.,3
100372,"රු200.00ක් සඳහා පමණක් හොඳ දෙයක්, අවංකව වටින්නේ නැත.",3
100373,"ලස්සනයි, නමුත් දුහුල් රෙදිවලින් නිමවා ඇත.",3
100374,එය ලස්සනයි නමුත් අඩු කල්පැවැත්ම පිළිබඳ හැඟීමක් ලබා දේ.,3
100375,"ඇපල් ලාංඡනය ෂෙල් එක මත කේන්ද්රගත නොවේ, එ ඇරෙන්න හොදයි.",3
100376,"ඉක්මනින් ලැබුනා, නමුත් එහි සවිමත් බව මදිය.",3
100377,හොඳ පෙනුමක් ඇත නමුත් හරියට ඇලවෙන්නේ නැත.,3
100378,හුරුබුහුටි නමුත් එය වඩා විශාල නම් මම කැමතියි. මිනිසුන් එය ප්‍රමාණයෙන් වැඩි හෝ විශාල හේතුවක් යැයි පවසන්නේ මන්දැයි නොදනී.,3
100379,ඇසුරුම් කිරීම ඉතා හොඳින් සිදු කර ඇති නමුත් නිෂ්පාදනයට හානි වී ඇත.,3
100380,ඇණවුම රේගුව විසින් ආපසු හරවා යවන ලදී.,3
100381,ගුණාත්මකභාවයක් ඇත නමුත් එම මුදලට එය වටින්නේ නැත,3
100382,Brilliant,3
100383,තරමක් දුරට හොදයි,3
100384,අව්ලක් නෑ තරමක් හොදයි...,3
100385,මම නිර්දේශ කරන හොඳ නිෂ්පාදනයක් නමුත් ඇසුරුම් කිරීම ඉතා නරකයි,3
100386,සෙවාව ලබා ගනෙනේ ද පිලිබඳ සලකා බලන්වා,3
100387,Oder kirimta nawatha sithnwa,3
100388,ඒක පිලිවෙලයි,3
100389,"කුඩා ගැටළුවක් (ශබ්දය) ඇත, නමුත් මුදල් සඳහා හොඳ වටිනාකමක් ලබාදෙයි.",3
100390,"එය සම් නොවේ, සවි කිරීමේ ගුණාත්මකභාවය වඩා හොඳ නමුත් එය හානි වී ඇත.",3
100391,"හොඳ ටේප්, මීටර් 10ක් ඇණවුම් කළා, දුරස්ථය බැටරියක් නොමැතිව ආවා, නමුත් හොඳින් ක්‍රියා කරයි",3
100392,"නිෂ්පාදිතය වේගයෙන් පැමිණිය, හොඳින් ඇසුරුම් කර ඇත, නමුත් කැඩුණු දාරය සමඟ පැමිණියේය.",3
100393,"සමහර විට 500 ක් ඇති, ගණන් කළේ නැත. ඉතා සුළුයි.",3
100394,"පෙට්ටිය ලැබෙන විට හානි වී තිබුණි, නමුත් උපාංගය සම්පූර්ණයි සහ වැඩ කරයි.",3
100395,"ඇලිස් (ඇප්) ඇතුළුව සෑම දෙයක්ම ක්‍රියා කරයි, නමුත් කොන්ඩර් හිලෝ ඉරිතලා නැත, එය වෙනස් කිරීම අවශ්‍ය වේ",3
100396,"ඇණවුම සති තුනක් ගත විය. මම දෙකක් ඇණවුම් කළා: කළු සහ කොළ. කළු මෘදුයි, කොළ ඝනයි, රබර් ම ඝනයි.",3
100397,වේගයෙන් බෙදා හැරීමක්. ඒත් ගුණාත්මක නොවේ!,3
100398,"ලණුව දිගු වේ, නමුත් එය එක් ස්ථරයක ස්පූල් මත තුවාල වී ඇත.",3
100399,"ඉතා ඉක්මනින් ආවා. නමුත් ඉතා කුඩා, සාමාන්යයෙන් වළලු වල දිගට නොගැලපේ",3
100400,මම වෙළඳ නාමය දන්නා අතර එය සාමාන්‍යයෙන් හොඳියි. ඔබ පැකේජය තුළ කිසිදු ආකාරයක උපකාරක පොත් පිංචක් ගෙන ආවේ නැත.,3
100401,"ඉක්මනින් ලැබුනි නමුත්, ඇසුරුමට හානි වී ඇත.",3
100402,මම හිතුවට වඩා කුඩායි! නමුත් ඉතා ලස්සන හා හොඳ තත්ත්වයේ!,3
100403,"එය දිගු කල් පවතින බවක් නොපෙනේ එය ඉතා සැහැල්ලු ය, එය විශ්වාස කළ නොහැකි ප්ලාස්ටික් එතරම් වේගයෙන් ආරෝපණය නොවේ. නමුත් මිල සඳහා ඔබට බොහෝ දේ ඉල්ලා සිටිය නොහැක",3
100404,එය එක් භාවිතයක් පමණක් වටින බව පෙනේ.,3
100405,C-Port වෙතින් හොඳින් වේගයෙන් ආරෝපණය කිරීම පමණක් නිවැරදිව ක්‍රියා කරයි,3
100406,"මෙතෙක් නිෂ්පාදනය ඉතා හොඳන් ක්‍රියා කරයි, නමුත් ආරෝපණය වීමට බොහෝ කාලයක් ගත වේ.",3
100407,"පින්තූරය පාර්සලයට වඩා දීප්තිමත් ය, පින්තූරයේ මෙන් ලස්සන නැත.",3
100408,"මුලින්ම බැලූ බැල්මට සිත් ගත්තේ නැත, මම එය සවි කර බලමි.",3
100409,"විශිෂ්ට විකුණුම්කරුවෙක්, පරිපූර්ණ නිෂ්පාදනයක්, නමුත් එය ලැබීමට බොහෝ කාලයක් ගතවිය !!",3
100410,"මා සිතුවාට වඩා ප්‍රමාන්යෙන් කුඩාය, නමුත් ගුණාත්මක බව ඉතා හොඳ බව සහතික කල හැක.",3
100411,"නරක නැත, නමුත් එය වඩාත් ඝන වනු ඇතැයි මම සිතුවෙමි.",3
100412,නිෂ්පාදිතය ගැන සතුටු වන නමුත් එය ප්ලාස්ටික් නොවන බව පෙනේ.,3
100413,"මම හිතුවේ ලොකුයි කියලා!!! ඒ වගේම එය යම් ආකාරයක බිඳෙනසුලුයි, එය යම් ආකාරයක ආලෝකයක් විහිදුවයි! මම එය තවම පරීක්ෂා කර නැහැ. නමුත් එය ලස්සනයි!",3
100414,එතරම් දීප්තිමත් නොවන නමුත් පොදුවේ සෑම දෙයක්ම හොඳයි.,3
100415,"හොඳින් වැඩ කරයි නමුත්, රතු එළිය දිගටම දැල්වෙයි.",3
100416,"මම හිතුවට වඩා දීප්තිමත් ඒවා අඩුයි, නමුත් ඒවා ප්‍රමාණයෙන් හොඳයි.",3
100417,ඉක්මනින් ලැබුනි. නමුත් ඒවායේ මුද්‍රණයන් පැහැදිලි නැත.,3
100418,"ඒක නිකන් පින්තුරේ වගේ, ඒත් ෆෝන් එක චාජ් කරනකොට එච්චර වේගයෙන් චාර්ච් කරන්න බෑ.",3
100419,නරක සෙට් එකක් නෙවෙයි. එක් marker එකක් වියළී ඇත.,3
100420,"විකිණුම්කරු සමඟ සන්නිවේදනය කළේ නැත, මම ඉහළට ඔසවා පියන දැමූ විට යන්ත්‍රය තරමක් ලිහිල් හා සෙලවී ඇත. දර්ශක ආලෝකය ක්‍රියා කරයි, තවම එය පරීක්ෂා කර නැත.",3
100421,Materials එක හොඳයි. ඒත් delivery පරක්කු උනා.,3
100422,මා ඇනවුම් කල දේ ලැබුණි නමුත් ඔවුන් එය තැපැල් පෙට්ටියේ පීඩනයට ලක් කර එය කැඩුවා. දැන් මම එය වෙනස් කරන්නේ කෙසේද?,3
100423,"බලාපොරොත්තු වූ ආකාරයටම නොවුනත්, කැමති",3
100424,"හොඳ පසුම්බියක්, නමුත් බොත්තම් රඳවා නොගනී, ඒවා සාමාන්යයෙන් අවශ්ය වන්නේ ඇයි කියා මට නොවැටහේ.",3
100425,"එය විනිවිද පෙනෙන, එය ඉතා සියුම් රෙදි.",3
100426,නිෂ්පාදනයට හානි සිදු විය. නමුත් ඇසුරුම් ඉතා හොඳින් සිදු කර ඇත.,3
100427,හුරුබුහුටි නමුත් එය වඩා විශාල නම් මම කැමතියි.,3
100428,රෙදි ස්පර්ශයට විශේෂයෙන් ප්රසන්න නොවේ. කෝප්ප ඉතා විශාලයි.,3
100429,"ලැබුනා, නමුත් විශාල වැඩියි, සමහර විට එය මගේ වරදක් විය හැක",3
100430,"ඉතා හොද නිෂ්පාදනයක්, නමුත් මගේ බලාපොරොත්තු සුන්විය. මොකද එය්ය ප්‍රමාණයෙන් ඉතා විශාලය.",3
100431,"විශ්මයජනක ගුණාත්මක භාවයක් නිමැත, නමුත් එය හරි. මිල සඳහා සැසදේ.",3
100432,"සංවේදක පැහැදිලිව ක්‍රියා කරයි, නමුත් ස්විචර් හරහා ක්‍රියා කරන් නැත.!!!",3
100433,"සාමාන්යයෙන්, කාච සාමාන්යයි.",3
100434,"බඩු පරක්කු වෙලා ඇවිත්, ප්ලාස්ටික් කෑල්ලකුත් කැඩිලා.",3
100435,ලස්සනයි නමුත් ගුණාත්මකභාවය මගේ අපේක්ෂාවන්ට සමාන නොවේ. නමුත් මිල හොඳයි.,3
100436,එය ඉතා ලස්සනයි. නමුත් ටිකක් තදයි.,3
100437,"පහත් වටකුරු බෙල්ල, පින්තූරයේ ඇති හතරැස් බෙල්ලට වඩා වෙනස් ය.",3
100438,ආරෝපණය මන්දගාමී වේ,3
100439,එය ඉතා කුඩා ය.,3
100440,"මම ඇණවුම් කරන එක නොවේ, නමුත් එය කෙසේ හෝ විශිෂ්ටයි.",3
100441,කකුල් හොඳයි. එලස්ටනෙ සමග කපු. නමුත්... විනිවිද පෙනේ.,3
100442,හොඳ නිෂ්පාදනයක් නමුත් ටේප් ඉතා දුර්වලයි.,3
100443,චාර්ජරය හොදින් ක්‍රියා කරයි. නමුත් ෆාස්ට් චාර්ජින් හරියට ක්‍රියා නොකරයි.,3
100444,"එය ලැබුනා, ලස්සනයි. නමුත් ටිකක් කෙටියි.",3
100445,"මේස් නරක නැත, නමුත් පළමු සෝදීමෙන් පසු රෙදි වල බූල් ඇදුනි.",3
100446,සාය ලස්සනඉ. යටින් ඇති රේන්දය තව ටිකක් මෘදු වුනානම් වඩාත් හොදයි.,3
100447,එය ලස්සන ඇඳුමක්! විශේෂයෙන්ම එම මිලට. නමුත් එය ඇත්තෙන්ම තරමක් කෙටිය.,3
100448,"හෙඩ්ෆෝන් ආවා. මම එය ආරෝපණය කළෙමි. එය නිවැරදිව ක්‍රියා කරයි, නමුත් කිසිදු උපදෙස් ලබා දී නොමැත.",3
100449,"එය හොදයි, පින්තූර සහ දේවල් සමග සසදන විට ඉතා හොඳයි, නමුත් එය දාරවල එතරම් ආරක්ෂිත නොවේ, මම එය දිනපතා භාවිතා නොකරමි.",3
100204,භන්ඩය නියමිත වටිනකමට වඩ මිලෙන් වඩිය.,2
100205,පරිභොගික සේවාව පිලිබදව සෑහීමකට පත්විය නොහැක.,2
100206,පාරිභෝගික සේවාව ගැන සතුටු විය නොහැක.,2
100207,බලාපොරොත්තු වූ වර්නය මෙය නොවේ.,2
100208,සමන්ය වෙලද පොලේ මිලට වඩ මිල වැඩිය.,2
100209,නරකයි,2
100210,නරකයි,2
100211,නරකයි,2
100212,ක්‍රියාකිරීම පිලිබදව තෘප්තිමත් විය නොහැක.,2
100213,භාණ්ඩය භාවිතය සුදුසු ත්ත්වයේ නැත.බලාපොරොත්තු වූ ත්ත්වයේ නැත.,2
100214,නියමිත දිනට ලැබුනේ නැත.,2
100215,"ප්‍රමාණය කුඩාය, XXL වෙනුවට M ප්‍රමාණය මෙන් පෙනේ",2
100216,අඩවියේ පාරිභොගික සේවාව පිලිබදව සතුටු විය නොහැක.,2
100217,ලබා ගන්න කල් ගියා,2
100218,tracking පිලිබදව විස්තර ගන්න අමරු වුනා මට.,2
100219,ඒත් leather එක ගැනනම් සතුටු වෙන්න බැහැ.,2
100220,customer care එකනම් මදි.,2
100221,මෙයාලගෙ packing system එක තව quality උනානම් හොදයි.,2
100222,ගත්තු ගානට මේකනම් වටින් නැහැ. හරියට ගෙදරක මහපු එකක් වගේ.,2
100223,මන් customize කරල ගත්තේ. ඒත් මට ඕන විදියටනම් නැහැ මේක.,2
100224,ඇදුමෙ sizes discretion එකේ තිබ්බ විදියට නැහැ.,2
100225,ඔර්ඩ්‍රෙ කරේ නිල් පාට. ආවේ දම් පාට cover එකක්,2
100226,හැම phone එකටම හොදට plug වෙන් නැහැ.,2
100227,Material එකනම් sure නැහැ.,2
100228,ගානනම් ටිකක් වැඩියි.,2
100229,Quality එකනම් අවුල්. Branded එකකුත් නෙවේ.,2
100230,Photos වල තිබ්බ පාට order කරපු එකේ නැහැ.,2
100231,දෙපරක්වත් use කරන්න අමරුයි. Description එකේ තියෙන තරම් මේකෙ battery හොද නැහැ.,2
100232,remote එක හරියට වැඩ නැහැ.,2
100233,වෙලාවට බඩුත් ආව නම් හොදයි.,2
100234,Battery මදි.,2
100235,පැලේ ලැබිල සතියක් විතර යද්දි මැරුනා. කොච්චර හොදට සාත්තු කරත් වැඩක් උනේ නැහැ.,2
100236,Stick එකේ lock එක හරියට හිර වෙන් නැහැ.,2
100237,Sound quality නැහැ මේකේ.,2
100238,Handle එක flexible මදි. Use කරද්දි set කරගන්න අමාරුයි.,2
100239,මේක හදල තියෙ material එක අවුල්. ඇදුම දෙපරක්වත් හෝදන්නෙ නැතුව අදින්න එපා.,2
100240,Sizes range එක තව ටිකක් expand මදි. Order කරද්දි ඕන size එක තෝරන අමාරුයි.,2
100241,Material එකනම් හොදටම අවුල්. Package එක එද්දිත් leather එක damage වෙලා තිබුනේ.,2
100242,Main shipper එක අවුල්.,2
100243,ප්‍රින්ට් එක හොදටම අවුල්.,2
100244,,2
100245,package එකනම් damage වෙලා.,2
100246,ඇණවුම 08/20 දින ලැබීමට තිබූ අතර මට එය 08/26 දින ලැබුණි. ලැබීමට දින 6ක් වැඩිපුර ගත විනි.,2
100247,guide-line එකේ විදියට නෙවේ සෙට් කරන්න තියෙන්නෙ. ඒක වැරදියි.,2
100248,Description වල තිබුන size එකට වඩා මේක පොඩියි.,2
100249,Order එක special දවසකට දාල තිබුනේ. හරියට tracking ගැන details හන්බුනේ නැහැ.,2
100250,පාල්සලය ලැබෙන් ඒට ගොඩක් damage වෙලා තිබුනා.,2
100251,Selling pictures වල පැවති ආකාරයට වඩා ඉතා කුඩා වන අතර භාණ්ඩය ලැබෙන විටද ප්රමාද වී ලැබුණි.,2
100252,පටියනම් හොද මදි.,2
100253,සිzඑ එක ගත්තට හරියට punch කරල නැහැ.,2
100254,charge වෙන්න වෙලා යනවා.,2
100255,Frame එක ටිකක් අවුල්.,2
100256,පටි හරියට lock වෙන්නෙ නැහැ watch එකට.,2
100257,වෙලාවට ආවෙ නැහැ.,2
100258,මම ඇනවුම් කල බාන්ඩය නෙමෙයි මට හම්බවුනේ.ඇයි ඔයාලට අපි ඇනවුම් කරපු එකම එවන්න බැරි?,2
100259,ඇත්තෙන්ම සංගීතයට සවන් දීමට බාස් ප්‍රමාණවත් නැත.,2
100260,ලබා දෙන භාණ්ඩය පිලිබදව වගකීමක් ගැනීමට නොහැකි නිසා නැවත භාණ්ඩ ඇනුවුම් කරන්නේ නැත..,2
100261,"පොදුවේ ගත් කල, එය ඇසුරුම ගැන තෘප්තිමත් විය නොහැක!",2
100262,"ටිකක් කල් ගියා එන්න, නමුත් ඒක shipping method එක මත.",2
100263,Material එක quality නෑ.,2
100264,XXL ප්‍රමාණය ඉතා සුදුසු යැයි සිතූ නමුත් එය ප්‍රමානයෙන් කුඩාය.,2
100265,වැඩිපුර ඇවිදින ලමයින්ටනම් ගැලපෙන් නැහැ. අඩිය ගොඩක් තුනියි.,2
100266,"මට භාන්ඩය ලැබුනේ නැත, එබැවින් මට ගුණාත්මකභාවය විනිශ්චය කළ නොහැක!",2
100267,"I don't recommend this kind of product, please guys don't purchase this",2
100268,"This is not the one we received, this only a picture which persuade to buy...but it's not in proper quality",2
100269,"ප්‍රමාණයට නොගැලපේ, ගුණාත්මකභාවය ද නරක ය.",2
100270,"එය ළදරුවන් සඳහා පමණි, මාස 10 ට වැඩි, එය ළමයින් සඳහා නොවේ.",2
100271,අපමගේ පාදය අධික ලෙස පීඩනයට පත් විනි. සැප පහුසුවක් නැත.,2
100272,චීනයේ සිට ඒමට මාස දෙකක් ගතවිනි.,2
100273,"ප්‍රමාණය, විස්තර මිනුම් වලට අනුව නොවේ.",2
100274,ප්‍රමාණයට සරිලන පරිදි ඇණවුම් කළ වර්ණය නොවේ.,2
100275,"කාඩ්බෝඩ් දෙක තට්ටුවේ නැති වී ඇත, මුද්‍රණයේ ගුණාත්මක භාවය යහපත් නොවන අතර එය හොඳින් ඇසුරුම් කර තිබුනද මා බලාපොරොත්තු වූ තරම් හොඳ නැත.",2
100276,"එය නිෂ්පාදනය කරන ලද ද්‍රව්‍ය ඉතා නරක, මෘදුය සවිමත් නැත, භාණ්ඩ සිත්ගන්නාසුළු නමුත් එම මුදලට වටින්නේ නැත, නමුත් භාණ්ඩ මා වෙත ලැබීම ගැන මම තවමත් සතුටු වෙමි.",2
100277,"ලැබෙන විට තරමක් හානි වී තිබුනි, හරියට ආවරනය කොට තිබුනේ නැත.",2
100278,කල්පවතින ස්වභාවයක් නැත.,2
100279,i-Phone සඳහා volume button ක්‍රියා නොකරයි.,2
100280,ප්‍රමානය විස්තරයට අනුරූප නොවේ.,2
100281,"විස්තරයට අනුරූපව, භාන්ඩයේ ප්‍රමාණය නොගැලපේ.",2
100282,ඉතා තුනී භාල රෙද්දකින් නිමවා ඇත.,2
100283,භාවිතා කිරිමෙදී සමේ පලු ඇති වූ අතර කිසිදු වෙනසක් සිදු නොවීය.,2
100284,එය ලබා දුන් බව ඔවුන් පැවසුවද අතර මට එය කිසි විටෙකත් නොලැබුණි. ලොජිස්ටික් කොලොම්බියාව මා සමඟ සන්නිවේදනය කළ නමුත් මට කිසි විටෙකත් භාණ්ඩය ලැබුනේ නැත,2
100285,ඉතා දුර්වල ගුණාත්මක භාවයෙන් යුත් වායු බුබුලු ඇති කරයි.,2
100286,ප්‍රමාණයෙන් ඉතා කුඩාය.,2
100287,"එය ලස්සනයි, නමුත් තිරය ඉතා අඳුරු වන අතර බැටරිය නරකයි.",2
100288,මම ඉල්ලපු පට නෙමෙයි මේ ඒවල තියෙන්නේ,2
100289,Pack කරද්දී damage වෙලා පොඩි වෙලා තිබුණා,2
100290,ගුණාත්මකභාවය ඉතා අඩුයි.,2
100291,"එහි කෙලවර අති තුඩ ඉක්මනින් කෙඩෙනවා, වැඩුකල් භාවිතා කරන්න අමාරුයි.",2
100292,ගුණාත්මක නොවන අතර අල්ලුව ඉරිතලා ඇත,2
